framework,phase,page,delay_ms,concurrency,repeat,seconds,requests,rps,qps,body_bytes,throughput_mib_s,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttfb_p50_ms,ttfb_p95_ms,cpu_pct,cpu_ms_per_req,elu_pct,eld_p99_ms,eld_max_ms,gc_count,gc_count_per_s,gc_total_ms,gc_ms_per_1000_req,gc_observed_pct,gc_max_ms,gc_major_count,rss_start_mib,rss_peak_mib,rss_end_mib,heap_start_mib,heap_peak_mib,heap_end_mib,cgroup_peak_mib,app_throttle_ms,load_cpu_pct,load_worker_eld_p99_max_ms,load_throttle_ms,backend_calls,backend_cpu_pct,backend_delay_mean_ms,backend_delay_p95_ms,backend_delay_max_ms,errors
next,matrix,hello,500,1,1,6.18460601,12,1.9403014485638996,1.9403014485638996,4873,0.00901707549939335,514.7751189166667,514.774852,517.142826,517.142826,514.3104280000002,516.731587,3.7127936435088555,19.191916666666668,3.111138031213893,14.368767,21.135359,0,0.0,0,0.0,0,0,0,317.78515625,318.03515625,318.03515625,39.007476806640625,46.389488220214844,46.389488220214844,276.453125,0.0,3.332710922147419,13.377535,0.0,12,1.1925738582996674,501.06197408333054,502.5570209999569,502.5570209999569,0
next,matrix,hello,500,16,1,8.327592981999999,256,30.741175817951383,30.741175817951383,4873,0.14286208129966457,517.9583281601562,514.9637279999997,547.019254,556.7391250000001,514.805546,546.651247,13.911970624539242,4.535671875,12.076886709326274,14.606335,17.973247,6,0.7188831566715538,39.125713005661964,152.83481642836705,0.46878026787559224,14.8977530002594,1,318.03515625,318.16015625,317.390625,42.95018768310547,78.51408386230469,59.92333221435547,276.515625,0.0,8.382611917755842,13.860863,0.0,256,1.7141664288537686,500.93657245703275,503.2264800000121,505.2176179999951,0
next,matrix,hello,500,16,2,8.263576502,256,30.979322323456604,30.979322323456604,4873,0.14396880882473376,515.0258998281248,512.9245370000008,533.268888,537.076959,512.8864550000003,533.199513,11.151214363468487,3.606421875,10.19724746290431,15.130623,26.443775,8,0.966263684440385,67.12694598734379,262.2146327630617,0.810779126937019,19.907976001501083,1,559.0390625,559.0390625,559.0390625,73.58883666992188,84.67938232421875,50.30511474609375,515.390625,0.0,6.662303247175794,15.007743,0.0,256,1.2626461257176569,501.15103601171904,503.2480699997395,504.45773199992254,0
next,matrix,hello,500,64,1,8.359536848,1024,122.49482460801518,122.49482460801518,4873,0.5692646792553501,518.2367907158201,511.10381700000016,555.92527,580.3710100000001,511.03018299999985,555.913858,29.48474762281205,2.420474609375,23.322123031595993,18.366463,33.095679,28,3.3308491016125346,190.7235600054264,186.25347656779923,2.2688264232157818,19.823909997940063,4,317.390625,330.40625,330.40625,59.00194549560547,96.01103210449219,91.08206939697266,284.1171875,0.0,9.79689063310567,13.819903,0.0,1024,2.3236294710818957,500.94617608593546,503.04589200002374,504.5631099999882,0
next,matrix,hello,500,64,2,8.331554321,1024,122.90623820563336,122.90623820563336,4873,0.5711766231308474,518.2357153857421,513.937993,542.935856,587.323379,513.8942430000002,542.911106,21.079250294991795,1.7182197265625,17.029390727215418,15.212543,18.513919,28,3.3545520479316644,134.40148097276688,131.25144626246765,1.6102027258651563,10.909506991505623,5,559.0390625,559.0390625,559.0390625,58.717445373535156,89.50572204589844,57.0482177734375,515.44140625,0.0,7.7272686633299275,15.065087,0.0,1024,1.465763352193402,500.9634709101547,502.9039459996857,505.753645000048,0
next,matrix,large,200,1,1,6.283675958,27,4.296847924760541,4.296847924760541,1558038,6.384518000600875,232.3407193703703,230.67459700000018,237.16192300000012,284.47327199999927,226.31723500000044,233.3555060000001,24.553913920954766,57.88103703703704,17.34104571375946,20.086783,34.013183,26,4.085018325869049,98.80147996544838,3659.3140727943846,1.5523302164686166,7.929755002260208,13,447.8515625,448.23046875,447.69140625,37.83906555175781,43.34368896484375,36.748252868652344,405.3046875,0.0,6.00237474735583,15.556607,0.0,27,1.4124562210848992,201.48116777778637,203.0028080000775,210.34812699991744,0
next,matrix,large,200,16,1,8.156336291999999,442,54.19099754794662,54.19099754794662,1558038,80.52028030167357,292.0029090565607,271.650623,456.0300320000001,521.5285970000002,267.6704149999996,447.3442580000001,108.47196971045568,20.07248190045249,79.68416245219785,62.750719,120.979455,111,13.57116594290644,622.3825630694628,1408.1053463110018,7.609420759808209,74.54299899935722,37,448.23046875,455.4296875,451.67578125,40.73670959472656,82.95063018798828,73.22956848144531,412.25,0.0,35.65549000321636,30.064639,0.0,442,4.707154511333785,202.43402981900556,203.98539499996696,258.6987979999976,0
next,matrix,large,200,16,2,8.133469182,492,60.49079291882414,60.49079291882414,1558038,89.88089944616215,262.76155008333353,268.10651599999983,297.00631799999974,326.288474,266.48535900000024,295.0779290000005,58.78101633376489,9.72900406504065,41.17572848431883,29.327359,46.104575,120,14.736177676864681,303.1461340934038,616.1506790516338,3.7226794117125372,8.896615996956825,44,561.4375,568.05859375,563.51171875,39.08849334716797,101.27005004882812,52.44493103027344,523.92578125,0.0,12.851633007421432,15.015935,0.0,492,0.6801325162948242,201.45089387194145,203.63637600000948,204.4518710002303,0
next,matrix,large,200,64,1,8.544967073,747,87.41988045341178,87.41988045341178,1558038,129.89377565562512,708.9261300602406,635.38204,1163.388132,1222.5417509999997,589.5089539999999,1160.5302259999999,128.82832572322735,14.793143239625167,93.54786579760875,231.735295,347.340799,163,19.002813356025015,793.75998018682,1062.5970283625434,9.253786965013653,72.20329500734806,44,465.3828125,508.859375,455.265625,37.71417999267578,98.25788879394531,38.13279724121094,465.7734375,0.0,45.599149650509425,27.033599,0.0,747,4.03084038400027,203.46734706827326,217.18007500004023,260.71570599998813,0
next,matrix,large,200,64,2,8.349336363,1213,145.2810076469547,145.2810076469547,1558038,215.86735781883812,431.45792211376755,435.7376629999999,536.7110849999999,570.092143,432.1226999999999,518.3939359999999,114.04532975054954,7.861605111294312,82.15346953140501,80.674815,100.728831,246,29.4198589413031,678.1471910476685,559.0661096848049,8.110160447993223,13.115707010030746,69,562.59765625,576.40234375,564.51171875,61.554954528808594,136.07383728027344,69.94749450683594,532.1953125,0.0,25.976260983573535,15.728639,0.0,1213,0.9134301627377646,201.4956879942261,203.55146400025114,205.64216300006956,0
next,matrix,large,50,1,1,6.053456371999999,96,15.858708496528338,15.858708496528338,1558034,23.563773187332185,62.995933666666666,62.65836300000046,67.55871300000001,73.22920299999998,61.10891899999979,65.04501299999993,45.91247261712394,29.00871875,29.428812728098364,13.737983,16.383999,86,14.178469494166656,182.41335606575012,1900.1391256848972,3.0073746561706955,6.055518001317978,43,435.4296875,436.7890625,435.39453125,44.251991271972656,59.94171905517578,41.88964080810547,393.8046875,0.0,5.125165745460698,13.656063,0.0,96,0.696310680275655,51.12017159374833,53.81338000000687,54.04057200002717,0
next,matrix,large,50,16,1,8.065113698,1349,167.26360600899244,167.26360600899244,1558034,248.52980148755506,95.16655674573752,91.03718200000003,128.2390319999995,153.1226059999999,89.9954859999998,123.07095799999934,131.86439014281493,7.903220163083765,95.58080947783617,26.361855,44.138495,291,35.99187645834762,673.6161339879036,499.34479910148525,8.331515008536893,16.275239005684853,83,434.7890625,443.6796875,440.765625,33.59977722167969,94.60358428955078,72.22187042236328,400.69140625,0.0,27.513498632190483,13.770751,0.0,1349,1.396441587776145,51.15212369532948,52.88807099999394,53.861243000021204,0
next,matrix,large,50,16,2,8.078544289,1216,150.52216791777002,150.52216791777002,1558034,223.65441834411135,105.69291436101977,104.40504200000032,132.401025,138.784626,102.74427899999955,129.63089300000001,131.29471754594792,8.735894736842106,91.37394494917594,28.966911,33.390591,315,38.932907659954836,686.5745780915022,564.6172517199853,8.485823698574256,9.365163996815681,109,502.390625,506.95703125,501.73046875,69.2139892578125,95.7627182006836,53.79450225830078,463.33203125,0.0,24.206290831276103,14.884863,0.0,1216,1.0690473039907515,51.41298862087531,53.310853000264615,54.40814399998635,0
next,matrix,large,50,64,1,8.267680866000001,1468,177.55886128079774,177.55886128079774,1558034,263.8270787017502,355.5632662908715,356.47907499999974,408.09259099999963,419.394914,354.45899999999983,394.045666,136.63571468748637,7.707442098092643,99.44112908328151,90.636287,102.105087,288,34.77926455595446,918.0213918983936,625.3551715929112,11.086148908631872,22.527290999889374,79,450.875,514.33203125,447.16015625,35.5877685546875,112.66816711425781,41.13390350341797,471.23828125,0.0,31.594110843757022,15.843327,0.0,1468,1.3345274749757852,51.0044240115801,52.636842000007164,55.72914700000547,0
next,matrix,large,50,64,2,8.210682644,1431,174.28514315380474,174.28514315380474,1558034,258.96280167436123,361.716309948987,359.88785000000007,405.9250569999999,416.79829500000005,355.60129600000073,384.4470819999997,135.0288760073093,7.759139063591894,99.30327645160662,94.109695,108.068863,293,35.632074158433966,800.3425890207291,559.2890209788462,9.733060233494763,13.073660001158714,76,447.62890625,512.29296875,504.53125,43.14295196533203,102.95972442626953,93.55455780029297,468.69921875,0.0,29.93478283010328,16.031743,0.0,1431,0.9891708045400428,51.457044903563165,53.35231100022793,54.92752300016582,0
next,matrix,large,500,1,1,6.488203174,12,1.8495105159603007,1.8495105159603007,1558038,2.7481152203233288,539.5860786666666,536.9697539999997,552.4691050000001,552.4691050000001,531.7294059999995,548.7630370000002,9.528086987223341,51.607416666666666,7.851756852575195,16.621567,23.232511,5,0.7692762980791957,41.16489599645138,3430.4079997042813,0.6333435760593045,17.57353800535202,2,447.890625,450.3671875,444.6796875,55.096893310546875,70.58140563964844,36.52782440185547,401.671875,0.0,5.12006571990612,13.680639,0.0,12,1.3086576032276112,500.73434191668156,502.6767150000087,502.6767150000087,0
next,matrix,large,500,16,1,8.381409506,229,27.322373383148232,27.322373383148232,1558038,40.59724424470282,579.6722463275105,585.0986879999996,631.250704,637.578529,581.0856559999997,618.883065,39.217160962566865,14.376126637554584,27.77266965927776,31.768575,73.269247,62,7.385679678430811,182.40536595880985,796.5299823528815,2.1728832332237373,11.403131008148193,22,444.36328125,449.61328125,447.3359375,34.615020751953125,62.997962951660156,58.8487548828125,400.9609375,0.0,11.903377043205962,14.426111,0.0,229,1.5159414767945347,501.78723572925804,505.85545600001933,509.3212920000078,0
next,matrix,large,500,16,2,8.379314,226,26.971181650431046,26.971181650431046,1558038,40.07542220714024,585.2309553495571,585.2367599999998,629.5051159999999,640.740996,582.5030609999999,609.200516,32.23495111952316,11.961734513274335,24.06374126835001,30.277631,44.138495,54,6.438996329202601,125.28501299023628,554.3584645585677,1.4939069236078362,5.7948980033397675,14,517.8046875,524.24609375,520.171875,36.163055419921875,63.56108856201172,42.27491760253906,480.65625,0.0,9.73092313598588,15.073279,0.0,226,0.9191140393471733,501.51449890263933,503.4625689997338,505.04452200001106,0
next,matrix,large,500,64,1,8.513053848000002,767,90.09692804658972,90.09692804658972,1558038,133.87149579987772,694.9716191838328,695.6050560000003,886.175409,912.182908,692.8644549999999,788.515101,76.3601057021168,8.49226075619296,55.04833753127111,67.436543,93.323263,163,19.108889126513592,435.41188706457615,567.6817302015335,5.104440168271807,11.201558008790016,40,424.44921875,554.109375,437.015625,34.57036590576172,127.43290710449219,43.318817138671875,505.296875,0.0,21.121650034183876,15.958015,0.0,767,0.904831458486734,501.07578343024625,502.72236999997403,503.97967800003244,0
next,matrix,large,500,64,2,8.667113062,694,80.07279875495871,80.07279875495871,1558038,118.97703478486858,760.3965815360237,769.2956610000001,876.532062,890.7761820000001,765.8407550000002,825.393478,68.76207626343411,8.598590778097982,50.97892973043688,87.162879,102.498303,155,17.860513000140237,405.74947491288185,584.6534220646713,4.675415336439743,11.67662900686264,42,516.41796875,533.84375,518.86328125,38.097434997558594,86.6475830078125,43.1405029296875,490.25,0.0,17.21526205950637,15.065087,0.0,694,0.8834204236463454,501.2346799971169,503.23569500027224,504.71464799996465,0
next,matrix,medium,200,1,1,6.057182351,27,4.457518105847099,4.457518105847099,813488,3.4581541909116225,224.06016681481483,224.0008170000001,229.4890200000001,231.11607000000004,222.02556400000003,227.95032400000036,17.42843392973095,39.19474074074074,11.944271075724009,14.974975,16.408575,12,1.9762780641088598,54.25455801188946,2009.4280745144242,0.893517440640156,7.461080998182297,6,447.92578125,448.5625,447.6328125,50.05870819091797,59.28569030761719,41.23194885253906,405.1953125,0.0,5.078228882582215,12.984319,0.0,27,1.2623001669355505,201.27536133332694,203.39566699997522,203.6154460000107,0
next,matrix,medium,200,16,1,8.175501554,588,71.92219292189006,71.92219292189006,813488,55.79742515148401,220.09844144387753,210.76843800000006,268.5247,348.37852999999996,210.17338000000018,260.04337599999997,52.27051555722959,7.293312925170068,38.77179744415455,23.609343,59.834367,110,13.407484237483537,299.17628413438797,508.8032043101837,3.646546648873366,14.165478989481926,40,448.19140625,452.6484375,447.21875,50.009132385253906,74.02643585205078,32.975914001464844,409.265625,0.0,12.254577186280619,13.983743,0.0,588,1.4514724664885035,201.09115470918294,203.14935500000138,206.59302999998908,0
next,matrix,medium,200,16,2,8.210097468,603,73.44614389174751,73.44614389174751,813488,56.97971029492369,214.81028285406316,210.2089820000001,239.88230200000004,282.645705,209.50098400000024,238.00622499999997,49.25525121146107,6.719127694859038,34.20432215662487,15.589375,22.609919,115,13.980418491201386,232.08911289274693,384.8907344821674,2.8214808047759,7.531017005443573,41,529.4921875,532.328125,531.67578125,39.01123809814453,71.22637176513672,48.50193786621094,488.78515625,0.0,9.956608444130133,15.097855,0.0,603,0.82812209355953,201.1010279519017,203.33737999992445,204.95033300016075,0
next,matrix,medium,200,64,1,8.216418095,1726,210.06720690739144,210.06720690739144,813488,162.97068787830358,299.46469505561987,289.3365060000001,436.2375109999999,448.344465,287.6340599999994,411.7901609999999,110.18645964504609,5.255881228273465,81.08351927828842,54.362111,91.422719,207,25.142718945564084,624.9284629225731,362.0674756214213,7.5905317412297695,12.681434988975525,47,451.37109375,458.7578125,450.57421875,63.93305206298828,117.92884063720703,53.20122528076172,415.84765625,0.0,27.755286145554756,14.442495,0.0,1726,2.018548013859697,201.03976060139075,202.7636600000551,204.8938330000965,0
next,matrix,medium,200,64,2,8.195737931,1802,219.87037838094093,219.87037838094093,813488,170.57601391635407,287.27089207713664,288.90464299999985,379.591222,402.12427399999996,287.64447999999993,365.565601,109.68063110269023,4.997022752497226,76.22064096176257,40.009727,74.973183,250,30.451159625762234,663.2944989353418,368.087957233819,8.07923466638803,14.187036991119385,72,531.37109375,538.14453125,532.14453125,45.91266632080078,103.91709899902344,50.50310516357422,494.4609375,0.0,22.8805151306309,14.925823,0.0,1802,1.2379377223572312,201.21229821254036,203.40675400011241,204.92166600003839,0
next,matrix,medium,50,1,1,6.147432519,71,11.549537108469073,11.549537108469073,813484,8.960117001672605,86.26566223943658,70.75605199999995,173.0729849999998,293.47826500000065,68.35495600000013,162.68576099999973,53.49571354797022,48.789605633802815,38.79336065625757,43.122687,109.248511,24,3.7063341393753495,201.53284503519535,2838.4907751435967,3.112283598997444,30.704000994563103,11,456.03125,457.56640625,454.99609375,55.03423309326172,57.59063720703125,34.11321258544922,414.28515625,0.0,15.833814347453583,27.033599,0.0,71,4.380144094336122,51.91177854929644,55.381719000055455,82.50661599996965,0
next,matrix,medium,50,16,1,8.074730167,443,54.862514392179065,54.862514392179065,813484,42.5622726991724,288.77555856433406,288.01505,541.6615100000004,711.272632,279.8427810000003,522.4738820000002,125.93017384548708,23.242241534988715,97.87510466046292,100.401151,260.308991,67,8.194507730726167,603.058531910181,1361.3059411065033,7.3757728385348535,27.750058993697166,21,456.4453125,462.328125,460.74609375,52.888336181640625,90.23204803466797,70.95336151123047,415.8359375,0.0,48.83620161090571,23.379967,0.0,443,5.628996646136796,51.336702972911475,53.15334700001404,54.725248999893665,0
next,matrix,medium,50,16,2,8.057643714,1961,243.37139610588648,243.37139610588648,813484,188.8072364709863,65.4965770744518,64.62520599999971,77.85074600000007,89.18741799999952,64.12370699999997,77.19062400000007,124.33363019347686,5.116244773074961,84.88390271054692,15.884287,19.349503,338,41.886725114109126,588.0616558641195,299.87845786033637,7.2875671388545005,7.007268995046616,115,559.8046875,563.9765625,563.3828125,48.431434631347656,85.40656280517578,70.07595825195312,520.47265625,0.0,21.962779597958534,14.852095,0.0,1961,1.5176254639181392,51.13069505354794,53.32549299998209,56.71723200008273,0
next,matrix,medium,50,64,1,8.340164856000001,1065,127.6953175852187,127.6953175852187,813484,99.06587384271054,489.2913374441311,413.58377800000017,677.461311,2650.539524,407.50635200000033,670.6133070000005,130.36283116031126,10.260550234741785,99.12879142519562,139.722751,148.111359,138,16.463137724562593,711.0916200578213,667.6916620261233,8.483187881010322,38.76025201380253,33,455.6171875,465.07421875,455.03515625,42.91227722167969,85.98883819580078,36.90972137451172,418.48046875,0.0,42.882477833439786,19.513343,0.0,1065,3.942717098347546,51.25190574835326,53.35661399993114,56.1898720000172,0
next,matrix,medium,50,64,2,8.145539677,2417,296.7268094985427,296.7268094985427,813484,230.20030202685595,213.50820829954523,208.72702800000002,254.70271200000002,345.6371240000001,207.13020000000006,253.2000499999997,142.7095524299511,4.816895324782789,99.10545852985275,69.533695,93.978623,279,34.19899849821494,838.6550620794296,346.98182129889517,10.279986813109238,25.2809170037508,73,544.70703125,562.9375,562.9375,46.00548553466797,124.99929809570312,91.4478988647461,515.203125,0.0,30.995213952673673,14.893055,0.0,2417,1.5320841543556218,51.22530728257633,53.29574300022796,55.23561200033873,0
next,matrix,medium,500,1,1,6.3020344889999995,12,1.9041469895072167,1.9041469895072167,813488,1.4772422086718051,524.6712081666666,522.769389,532.9713199999999,532.9713199999999,519.4806630000003,530.905642,7.574562602305221,39.868500000000004,5.273588040206405,13.557759,20.447231,5,0.7916193864731578,20.652821004390717,1721.0684170325596,0.3269834698487145,10.651308000087738,2,345.84375,346.484375,346.2265625,67.62711334228516,77.13653564453125,42.982177734375,300.3046875,0.0,4.142687981509313,12.886015,0.0,12,1.1670859458921037,501.27698691667075,502.8260720000253,502.8260720000253,0
next,matrix,medium,500,16,1,8.511443272000001,241,28.314821857864573,28.314821857864573,813488,21.9667127642732,543.5836355892118,534.2559510000001,601.729569,609.400819,532.0546060000006,589.29296,31.151605646536915,11.043278008298755,23.765248477957197,21.266431,35.880959,49,5.7353703711174395,150.3023160547018,623.6610624676423,1.7592641841029915,10.317930996418,18,345.54296875,348.3671875,345.52734375,33.257652282714844,59.69488525390625,32.404930114746094,302.078125,0.0,11.110295673763943,13.770751,0.0,241,1.334032862528169,501.252879419086,503.0786570000346,503.7424100000062,0
next,matrix,medium,500,16,2,8.541535888,241,28.215066137997592,28.215066137997592,813488,21.889322016208062,562.326688614108,565.1292089999997,582.169982,591.071764,564.069227,578.3404099999998,28.248281678126055,10.020991701244814,20.970599458226484,24.084479,35.913727,44,5.146559126868315,92.59632202982903,384.2171038582117,1.083073741493305,5.6801330000162125,14,560.6328125,563.48828125,563.48828125,36.81355285644531,59.173614501953125,49.615684509277344,518.94140625,0.0,8.07301150989009,15.065087,0.0,241,1.076667522181297,501.5100257925291,503.37512100022286,505.15122799994424,0
next,matrix,medium,500,64,1,8.534433108000002,853,99.9480562101325,99.9480562101325,813488,77.53996310259654,628.2912213399759,635.5708670000004,726.642415,742.216084,633.4102859999994,700.980359,57.98727393251629,5.810898007033997,42.736827543579146,40.501247,50.528255,106,12.400702074217838,309.5432848930359,362.88779002700574,3.6212774104087493,11.263977989554405,25,412.03125,447.12109375,447.12109375,39.32691955566406,105.19032287597656,44.89244842529297,397.40625,0.0,17.346573428032865,13.672447,0.0,853,1.4907025066861994,501.13654040562756,503.02483500004746,504.7625640000333,0
next,matrix,medium,500,64,2,8.518824272,868,101.89199498491546,101.89199498491546,813488,79.04807588223352,609.397544821429,610.1156730000002,720.833164,739.416349,606.9505209999998,700.4200000000001,58.07735470671131,5.7055115207373275,41.68426344909489,42.827775,75.563007,117,13.720766605911864,362.0106370896101,417.06294595577197,4.2453533849264975,10.504607006907463,32,560.625,571.87109375,563.953125,42.31385040283203,94.37957763671875,45.26402282714844,527.46875,0.0,14.397968715702422,15.065087,0.0,868,1.0201126592405092,501.45787317856764,503.33762399991974,504.5657199998386,0
next,sustained,large,50,64,1,30.207326052,5170,171.15053451272624,171.15053451272624,1558034,254.3052214517602,372.80837664371353,372.62469500000225,406.7900300000001,434.76184400000056,371.0719089999984,402.40082299999995,138.35892154514167,8.088600386847196,99.8588308284685,103.743487,146.931711,1062,35.13724946256251,3044.2664138376713,588.8329620575767,10.072236197129454,38.23489299416542,319,406.31640625,528.69140625,516.47265625,32.95978546142578,102.36566925048828,35.27313232421875,481.7421875,0.0,25.14687773557089,16.891903,0.0,5170,0.877782027796802,51.44467089709797,53.56609799992293,55.36062000039965,0
next,sustained,large,50,64,2,30.286320969000002,5460,180.27940751168362,180.27940751168362,1558034,267.86942138963553,353.6881335195968,350.92569699999876,402.1441769999983,416.001268,349.2566020000013,398.67390399999977,133.4859216994967,7.408887912087912,99.82142729908271,97.517567,106.561535,1042,34.38408853233489,2972.047783136368,544.3310958125215,9.807212485382967,13.377015992999077,278,425.8828125,529.3671875,514.69921875,33.010986328125,106.61451721191406,36.217491149902344,483.99609375,0.0,24.964656004775776,15.851519,0.0,5460,0.8884367269792163,51.44218824560372,53.47223199997097,56.51621999964118,0
